	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6
18173	7542	6626	8345	8666	7928	8209
59007	482	418	441	364	376	422
19415	22	22	34	33	29	45
17292	0	0	0	0	0	0
20821	622	569	604	540	471	496
56541	356	375	354	365	411	386
319169	1	2	2	1	0	0
100678	181	269	189	216	322	240
12954	0	0	0	0	0	0
20897	0	0	0	0	1	0
107375	1632	1543	1670	1673	1573	1732
56741	1	0	1	1	1	0
14608	0	0	0	0	0	0
57340	0	0	0	0	0	0
23991	569	620	688	621	600	559
80838	1	0	0	0	0	0
233870	1283	1402	1430	1418	1300	1388
73121	0	0	0	0	0	0
12125	1702	1470	1695	1514	1398	1562
16580	192	244	206	174	161	161
18639	30	67	49	38	48	41
57740	4	17	6	9	5	7
72315	0	1	1	0	2	1
60594	0	2	0	0	0	0
229791	0	0	0	0	0	0
14255	14	5	14	8	10	12
236794	783	787	788	735	780	831
14675	2	0	0	0	1	0
109801	946	928	846	827	876	829
70737	2	0	3	6	2	5
13353	240	261	296	304	276	321
226151	1117	1001	972	930	925	977
72807	239	224	225	179	196	192
24055	3135	3208	3393	3289	2958	3062
17057	4	1	3	1	3	2
108812	0	0	0	0	0	0
52118	395	474	406	420	447	421
77521	37	35	40	27	36	34
19155	1827	1706	1752	1640	1612	1758
74762	52	56	48	40	33	48
83766	0	0	0	0	0	0
107371	952	996	965	795	882	842
70466	1099	1478	1109	755	797	742
230098	341	431	338	266	231	237
52609	182	137	214	176	190	201
52592	309	395	344	293	318	301
319482	0	1	0	0	0	0
105372	554	573	518	536	568	547
18632	488	524	510	484	520	516
100039596	1	1	1	1	3	1
14430	308	353	362	299	319	311
106618	248	341	295	287	290	228
57355	0	0	0	0	0	1
12406	28	10	10	26	15	18
83485	258	247	265	255	260	228
52020	0	0	1	0	0	1
56455	1648	1946	1730	1472	1587	1501
83602	1185	1090	982	999	1093	1120
268780	7	10	6	4	9	6
54128	814	920	888	776	767	800
192192	817	914	981	869	820	795
26388	0	0	0	0	0	0
667250	102	84	55	77	61	86
71567	311	370	338	323	289	264
264134	34	49	31	24	43	31
52686	272	295	264	253	307	297
56787	1	1	0	2	0	0
50723	571	706	630	344	369	334
106042	2	3	1	1	3	0
13401	253	419	351	487	581	425
216867	0	0	0	0	0	0
14811	0	0	0	0	0	0
15466	54	43	43	45	30	43
171211	13	21	15	10	15	9
228607	1266	1281	1380	1494	1380	1461
56506	201	123	192	185	152	144
72421	119	119	124	103	121	132
70118	194	232	220	211	184	185
56807	1579	1505	1541	1563	1539	1600
17713	828	989	886	899	880	838
50933	259	375	270	207	284	231
14534	810	959	952	855	813	871
80708	25	18	34	23	34	31
66251	673	703	716	674	659	630
52389	0	0	0	0	0	0
546160	0	0	0	0	0	0
68240	186	246	199	151	179	156
64082	0	1	0	2	1	2
106248	127	173	180	147	147	169
19245	292	322	372	321	279	250
14103	0	0	0	0	0	0
70683	558	681	555	547	619	594
546336	77	52	46	51	50	57
13804	27	32	42	42	28	37
210148	266	378	334	305	323	335
209773	304	261	328	247	225	204
231874	1138	1141	1112	981	1090	1104
14916	0	0	0	0	1	0
22200	1342	1376	1113	1084	1120	1158
71643	162	248	138	124	137	139
407821	96	137	83	84	96	105
66052	2616	2704	2720	2823	2809	2655
333605	0	0	0	0	1	0
20613	0	0	0	0	0	0
105833	1	2	0	0	1	0
245886	662	711	696	678	625	617
109910	2894	2910	2597	2523	2730	2579
69754	450	427	430	414	426	393
83675	1	0	1	3	1	2
16898	21720	24586	26992	22536	22594	20420
69547	0	2	1	0	1	0
19335	122	156	127	127	150	120
72277	0	0	0	0	1	0
85305	1592	1822	1730	1668	1720	1562
244183	21	12	7	5	3	13
27220	0	0	0	0	0	0
21981	495	554	552	554	528	521
84036	20	23	30	18	21	21
68404	2	1	1	0	1	0
67252	0	0	0	0	0	0
75483	0	0	0	0	0	0
230027	204	207	184	245	219	227
620499	0	0	0	0	0	0
69865	0	0	0	0	0	0
22209	1190	1239	1102	1053	1179	1052
244667	217	208	212	179	158	186
65256	3	4	3	5	2	4
74154	237	179	199	212	206	225
75064	0	0	0	0	0	0
66354	1789	1592	1721	1551	1629	1592
18811	4	8	3	1	0	0
100037283	1931	2051	2178	1926	1941	1973
71751	4	3	3	7	3	4
15168	5	3	6	7	2	5
68743	1474	2201	1689	1073	1127	1060
243833	101	91	85	89	79	106
211577	0	0	0	0	0	0
233905	709	745	803	787	751	725
102640594	0	0	0	0	0	0
109006	301	352	350	348	345	333
75732	10	3	5	3	3	4
258381	0	0	0	0	0	0
237221	50	77	54	51	54	37
66766	0	0	0	0	0	0
237636	1	2	0	1	2	1
381337	0	1	0	0	1	0
72290	277	308	320	281	247	252
74071	0	0	0	0	0	0
22379	1095	1542	1405	1322	1172	1158
211228	1847	1652	2026	2510	2471	2355
52563	670	813	755	720	641	690
382406	520	589	496	479	541	480
13482	14	4	5	12	7	5
71713	690	652	671	611	603	601
108958	200	200	191	220	169	210
26360	3057	4897	3851	3656	3807	3255
109115	176	191	176	185	178	185
68033	250	261	260	277	244	258
76784	604	572	616	482	585	520
15894	1729	1358	1635	1438	1360	1425
544922	17	10	11	16	23	11
69234	106	109	100	116	95	101
12654	10	1	8	2	1	3
75458	358	460	446	434	498	440
93708	0	13	2	2	2	3
14276	4691	3904	4848	4872	4351	4479
55942	394	361	416	362	362	383
21947	0	0	0	0	0	0
23937	0	0	0	0	0	0
20930	663	603	651	702	663	671
72568	326	383	344	265	331	315
234814	305	320	361	361	350	354
214579	46	39	54	34	36	45
11947	11448	14069	13177	13139	13172	12678
110417	293	305	275	278	301	278
70572	2891	3697	3350	3840	3941	3785
26457	3366	3999	4360	4202	3729	3581
667962	0	0	0	0	0	0
225028	1742	1986	1689	1882	1988	1847
17346	1609	1447	1649	1567	1514	1545
74137	427	462	462	424	432	388
239833	149	208	197	138	113	120
68925	476	540	549	482	443	468
270152	29	12	21	19	14	24
22629	8844	9149	9739	10240	10011	10092
234733	618	653	643	570	608	632
17138	0	0	0	0	0	0
100041151	0	0	0	0	1	1
225164	1977	1853	1751	1578	1796	1768
338359	210	262	275	250	255	286
68059	3954	3898	3594	3490	3655	3646
105246572	21	37	20	22	17	17
12043	348	507	364	409	424	447
80906	1	0	0	0	2	1
433632	0	0	3	2	1	2
66795	159	180	171	166	158	162
80287	1332	1149	1385	1291	1201	1195
20418	0	0	0	0	0	0
218989	682	731	703	727	693	686
68501	806	801	785	713	724	677
72935	942	1096	1111	967	921	950
115486489	0	0	0	0	0	0
383592	0	0	0	0	0	0
76775	665	778	697	700	720	629
26563	0	0	0	0	0	0
67808	1455	1173	1443	1448	1409	1315
52065	927	821	1008	1038	957	967
52874	782	868	883	814	818	817
67287	306	273	299	273	267	290
16363	1297	1138	1231	1191	1089	1204
67099	347	319	339	330	337	327
93681	284	279	249	226	256	263
235631	0	3	3	1	5	3
18242	2514	2772	2555	2535	2532	2495
73836	1168	1255	1336	1274	1210	1133
14128	1	0	0	1	0	0
381308	1869	1612	1649	1312	1369	1385
18979	0	0	0	0	0	0
270097	0	1	0	0	0	0
59033	9	14	9	9	10	14
67790	0	0	0	0	0	0
17089	239	312	294	254	283	275
216516	64	93	102	102	112	86
67211	793	773	763	721	704	691
70362	0	0	1	0	1	1
81630	794	867	928	789	856	814
208098	0	0	0	0	0	0
55990	0	0	0	0	0	0
100043721	0	0	0	0	0	0
52710	345	403	388	452	392	407
381213	1	0	0	0	0	0
77097	742	673	633	725	825	835
78772	0	0	0	0	1	0
100554	0	0	0	0	0	0
74732	214	264	217	181	203	185
118567464	0	0	0	0	0	0
382427	0	0	1	0	0	1
12516	5	0	5	11	3	10
432582	5	7	7	9	9	5
21933	38	71	41	42	42	46
69137	0	0	0	0	0	0
105504	1416	1332	1202	1078	1132	1100
26949	10853	11178	11974	18468	18191	17380
59057	682	497	547	541	563	584
69270	260	371	300	229	232	219
79565	170	111	141	156	155	147
242894	15	26	19	23	32	17
332110	0	0	0	0	0	0
58996	496	511	589	510	503	410
99650	872	892	898	872	885	909
68839	842	856	844	722	795	742
14182	237	312	293	117	144	112
108167848	129	108	114	99	81	100
18536	1001	981	924	679	686	724
239546	25	35	26	41	34	27
74117	16867	15678	15388	14729	15281	15960
74469	1	0	0	0	0	0
108011	479	460	436	439	433	460
77065	521	647	620	564	545	518
66818	1672	1630	1656	1644	1671	1499
72053	915	846	885	875	821	855
71592	721	842	771	807	880	890
622404	180	241	249	223	279	237
20965	0	1	0	0	1	0
98403	362	372	335	327	385	340
227733	0	0	0	0	0	1
399566	233	232	276	245	212	231
67027	555	572	532	483	507	476
12803	13	10	5	8	5	13
223664	288	368	389	404	368	346
59038	468	416	441	429	433	407
83434	0	0	0	0	0	0
69596	393	340	409	634	593	584
232970	122	113	137	116	102	103
67200	185	257	183	123	149	139
84544	0	0	0	0	0	0
217218	1396	1458	1473	1510	1480	1430
214663	7	13	7	3	10	6
80290	1043	831	1013	1279	1194	1232
214498	730	725	629	577	617	604
228960	1575	1372	1434	1509	1440	1568
50876	1	0	1	0	0	0
12925	2994	2589	2380	2572	2401	2370
27405	389	269	326	274	266	291
19052	4207	4535	4107	4326	4527	4417
12297	27	28	21	20	18	19
75568	7	6	5	1	2	1
14313	0	0	1	0	1	1
118568468	1	0	1	0	3	1
381022	1298	1306	1476	1252	1236	1096
14573	0	0	0	0	0	0
246190	0	0	0	0	1	0
56323	246	212	238	265	244	244
213053	525	726	622	537	505	503
26965	1593	1995	1683	1631	1747	1759
17274	2364	2639	2834	2375	2529	2405
101197	117	97	128	91	106	130
118568308	11	2	26	23	5	20
19653	228	294	246	235	223	204
83379	0	0	0	0	0	0
102607	606	664	632	697	676	682
320051	1	0	0	0	0	0
217328	0	1	1	2	3	0
52838	410	345	462	495	423	447
50880	544	670	614	641	615	638
21379	490	597	602	588	594	541
14056	848	1046	911	629	663	634
67062	13	16	13	16	16	13
75723	26	65	24	13	20	19
69876	140	141	175	162	141	135
75767	274	256	319	288	281	243
230661	212	205	211	176	161	191
72154	345	252	269	228	225	259
192173	501	462	635	607	546	523
12555	0	0	0	0	0	0
212391	423	431	395	332	362	359
320472	6	18	10	11	5	5
100169864	105	235	186	159	121	109
242406	898	930	869	897	796	944
12323	17	15	12	2	17	6
66979	571	577	574	551	604	543
68526	408	242	330	339	337	365
17537	160	126	157	183	143	175
72580	353	322	355	283	285	348
20299	112	58	108	53	29	36
68420	3223	3492	3471	3079	3036	2997
28105	231	162	183	144	171	154
381406	320	382	325	325	340	294
244962	940	938	880	789	913	881
71207	1413	1489	1286	1125	1320	1187
68942	1426	1332	1308	1161	1341	1328
13043	94	78	79	71	78	81
22143	17945	27459	23181	19771	19069	17236
24014	2253	1906	2069	1756	1887	1808
668548	0	0	2	3	2	2
381058	1	0	0	0	0	1
211484	106	82	96	60	83	72
21916	51	24	46	54	59	57
67797	331	274	280	251	269	287
12567	2277	2753	2410	2416	2368	2199
68015	1096	1194	1231	1349	1308	1310
667103	1	0	0	0	1	0
74954	0	0	0	0	0	0
218343	410	464	457	449	460	468
66753	792	686	749	653	745	708
99899	195	96	127	82	76	118
22164	7	7	4	6	9	5
228778	0	0	0	0	0	0
67607	185	134	137	111	157	146
70099	2709	3428	2620	1588	1791	1593
72297	1076	1242	1249	1045	1031	968
320981	18	10	13	15	4	5
68904	605	583	575	525	610	592
18828	1	0	0	0	0	0
109032	1209	1163	1218	1049	1025	988
17523	265	51	198	37	27	33
20538	0	0	0	0	0	0
11932	3	5	0	2	5	3
217708	190	211	194	165	191	166
12537	1284	1319	1284	1185	1311	1302
21427	618	653	704	612	564	572
51791	513	629	646	540	467	461
66497	64	118	75	75	80	98
14225	3619	3954	3976	3551	3662	3479
68152	401	383	388	292	328	308
76933	7014	4478	5680	5252	4379	4789
78619	81	61	88	87	80	92
666048	1	0	0	0	0	0
68196	1494	1617	1600	1568	1688	1654
26448	29	25	38	35	33	42
67834	609	888	693	710	719	671
69024	412	386	409	410	384	371
12310	0	0	0	0	0	0
12577	81	78	78	114	106	85
27979	2952	3769	3500	3556	3615	3357
207740	1007	949	1168	1169	1041	942
20725	661	556	562	409	386	434
17191	2232	2494	2294	1935	2075	2102
12763	113	83	96	53	35	43
20520	263	273	283	273	263	286
170952	0	0	0	0	0	0
209032	107	169	135	92	99	93
67736	217	232	237	215	226	216
71838	159	149	170	141	180	152
16182	2	2	0	2	0	0
70083	268	350	339	304	297	239
100039532	1	0	0	0	0	0
207592	400	387	387	326	351	339
20527	372	362	345	318	320	293
75565	292	394	347	317	301	303
319899	185	184	250	196	190	196
67109	338	333	363	397	341	336
74287	1364	1415	1293	1294	1436	1328
19011	1	1	1	0	0	1
72431	0	0	0	0	0	0
11364	1403	1319	1357	1460	1444	1550
415115	162	138	129	268	192	208
69301	0	0	0	0	1	0
12235	858	1390	961	617	709	608
226123	77	76	91	88	71	81
12759	9	7	7	2	4	5
219022	751	754	776	706	686	653
103142	13	10	8	14	15	15
386753	0	0	0	0	0	0
18845	267	251	239	286	292	274
101985	681	648	744	797	774	719
242726	0	0	0	0	0	1
67150	1220	1434	1272	1055	1128	1112
229595	34	28	43	39	49	48
19024	467	386	502	498	498	497
110599584	0	0	0	0	0	0
16189	0	0	0	0	0	0
240064	226	182	182	188	181	215
66970	122	122	123	85	105	114
22695	2345	1688	2205	2917	2626	2776
20713	12	11	17	8	15	13
102640809	0	0	1	2	0	0
207818	467	425	480	486	482	470
106572	5508	5868	5864	4853	4817	4857
72107	62	105	78	68	73	79
320495	23	27	17	24	14	21
102636931	0	0	0	0	0	0
193452	2	3	4	3	0	4
103583	1730	1908	1883	1929	1957	1972
73332	0	0	0	0	2	0
70675	1799	1454	1434	1372	1285	1392
20912	1502	1194	1270	1074	1180	1167
319196	0	0	0	0	0	0
22690	207	211	220	203	225	259
67509	110	114	120	105	105	92
67513	259	226	320	319	299	266
11666	2168	2110	2366	2504	2147	2292
320365	197	383	276	150	182	174
101148	1859	1495	1523	1405	1464	1498
268288	0	0	0	1	0	0
66268	186	244	250	221	194	189
217837	622	568	620	543	545	556
77128	906	539	764	644	600	685
73713	2	5	4	0	3	2
71183	0	0	0	0	0	0
15277	940	1293	1075	935	988	926
319618	158	144	156	151	132	149
403395	0	0	0	0	0	0
56215	2742	2724	2759	2499	2413	2319
13498	803	991	1013	965	865	841
338467	1866	1766	1797	1682	1690	1735
67674	765	909	896	929	810	815
94219	312	302	319	314	274	296
269346	857	1008	915	822	871	840
100862203	108	110	91	62	56	79
105418	0	0	0	0	0	0
272396	242	302	266	261	283	230
226791	41	39	43	61	55	39
320506	710	690	609	589	652	642
545486	5	2	5	7	5	6
13003	63	53	49	27	18	22
20871	1	1	0	1	1	0
216725	5	0	4	9	4	3
18626	462	453	479	497	457	443
12933	0	0	0	0	0	0
52502	991	1113	1113	939	952	883
56417	2221	2154	2340	2154	1966	1927
104859	449	428	453	713	658	669
11576	54	69	66	80	82	73
65086	1	0	0	1	0	0
76464	745	977	664	469	440	428
217125	3	8	2	2	6	2
102639650	0	1	1	0	0	0
19374	0	0	0	0	0	0
69612	854	798	897	854	856	891
19039	12489	12965	14251	14026	13029	12815
193740	38	39	45	87	95	68
74182	821	861	735	611	852	704
215690	2692	3210	2883	2353	2454	2387
56410	1	1	0	0	0	0
73919	72	54	65	53	52	61
68836	290	311	319	269	278	252
101602	1071	1104	1179	998	915	882
433864	483	613	555	552	590	564
52864	472	559	556	470	424	477
215243	362	318	339	247	215	258
108167961	0	0	0	0	0	0
319530	4	2	1	0	0	0
14829	0	1	0	0	0	0
217558	717	731	661	428	435	423
107586	0	2	0	0	0	0
208777	5	2	2	4	1	3
18005	551	779	725	486	472	412
229687	0	0	0	0	0	0
210145	3	2	7	4	3	0
118568050	5	10	11	8	6	6
319710	579	557	558	415	441	426
22673	0	0	0	0	0	0
66365	395	370	329	345	368	316
14862	3900	3558	3847	4201	3997	4042
118567336	0	0	0	0	0	0
83921	345	394	370	334	332	316
319430	261	271	245	221	233	211
19769	1043	1038	1098	1054	1007	1008
100702	71	49	62	52	47	48
70891	7	5	6	2	0	2
75316	660	582	612	528	584	498
14000	411	571	493	440	455	472
17972	2546	2136	2568	2171	2137	2154
234854	292	303	315	319	332	307
27078	20	40	34	21	26	16
74159	1721	1515	1462	1322	1332	1439
27366	1140	1255	1344	1414	1353	1289
24074	208	181	177	145	181	177
23833	6613	4479	6193	6890	6643	6778
67855	1	0	0	0	1	0
239463	0	0	0	0	0	0
12550	6	14	15	10	5	4
71409	406	492	373	328	405	417
74464	0	1	0	0	0	0
22275	595	658	671	639	592	622
71947	756	880	884	905	808	689
381476	1	0	0	0	0	0
74616	335	363	404	337	301	306
140476	0	0	0	0	0	0
74409	0	0	0	0	0	0
71702	1422	1542	1514	1337	1251	1397
18389	2	1	0	0	1	1
11468	1	0	1	0	0	0
52897	0	0	0	0	0	0
330222	3	4	3	6	2	2
68119	2578	2151	2594	3045	2814	3011
624224	0	0	0	0	0	0
67088	34	33	39	33	29	29
110611	5091	5715	5774	5387	5700	5418
101700	129	124	107	125	127	88
13866	1	0	1	0	0	1
76863	937	1093	971	873	1029	881
26434	0	0	1	0	0	1
68842	1447	1895	1532	1333	1578	1462
436336	0	1	0	0	0	0
71817	4033	3702	4076	4169	4177	3974
74120	1343	975	1099	1081	1045	1233
68655	0	0	0	0	1	0
26397	1635	1901	1895	1614	1615	1533
51798	1148	1074	1257	1248	1233	1186
74199	0	0	0	0	0	0
78308	1344	1363	1507	1439	1446	1364
76205	1203	1142	1216	1171	1248	1105
192656	366	397	381	303	392	332
66701	145	153	178	153	162	164
80744	579	631	610	537	523	534
319178	0	0	0	1	0	0
270109	0	0	0	0	0	0
19739	13	32	11	16	22	16
68545	12	16	12	3	3	3
54613	48	42	51	74	48	80
234258	497	718	586	330	365	371
104015	2385	2120	2265	1912	2007	2072
19352	737	721	694	732	794	722
74052	45	39	47	18	30	18
72193	1955	2304	1990	1693	1790	1773
665563	54	60	67	97	68	74
140484	862	883	877	859	937	901
209540	0	3	0	2	1	2
110893	1	0	0	0	0	1
23980	1985	2118	2220	2407	2362	2282
16973	1182	1375	1443	1440	1380	1263
243813	71	54	69	75	54	55
382207	146	155	140	127	118	124
381319	42	28	40	39	32	45
11732	1515	1492	1513	1460	1321	1263
21957	8	17	15	16	23	11
102502	2	1	3	0	4	1
77053	862	1080	961	909	905	893
67225	298	213	242	204	191	213
78928	1562	1766	1835	1706	1513	1499
11991	2934	3619	2826	2301	2503	2538
546643	28	4	20	7	2	7
94064	547	640	630	450	529	494
14904	906	1042	1060	919	852	860
74440	2364	2502	2619	2268	2225	2103
259277	0	0	0	0	0	0
60455	1407	1417	1542	1266	1147	1095
101861	605	669	625	599	646	584
20005	10253	8809	9348	9204	9191	9011
545085	538	573	595	573	566	519
14151	1142	1113	1122	1139	1060	1187
26878	0	0	0	0	0	0
75610	1	0	0	0	0	0
14766	126	159	170	154	185	117
110082	0	0	1	0	0	0
244219	232	231	261	223	228	200
69723	271	281	263	193	227	247
93697	208	185	179	197	200	199
27387	584	737	830	698	600	604
338354	252	181	180	173	160	195
214704	0	0	0	0	0	0
100039953	0	0	0	0	0	0
234663	2128	2099	2036	1924	1946	2025
381062	604	485	598	532	543	571
57256	0	0	0	0	0	0
239845	2	0	0	0	1	0
68024	331	405	418	455	500	507
66413	1469	1628	1520	1408	1487	1425
74374	825	818	806	752	701	772
76889	414	397	453	443	391	390
14370	1	5	7	5	3	1
56040	7939	8072	8057	6907	7282	6946
11629	1500	1156	1441	1195	1265	1259
13877	1191	1509	1282	1205	1227	1102
76166	3	7	10	8	7	8
15567	5	1	1	4	2	4
70054	2	4	6	4	4	9
72350	0	2	0	0	0	0
19300	297	326	308	313	301	295
68966	419	463	410	405	409	423
73673	1	1	0	0	0	0
20340	5398	5652	5598	5730	5482	5539
14622	1	0	1	0	0	0
228980	482	539	624	451	479	455
445007	582	831	730	645	627	579
13728	1100	1231	1248	1125	1110	1028
74007	18	8	15	24	16	28
208968	221	257	238	201	209	224
57316	1002	943	871	749	808	813
360013	1573	1655	1684	1810	1725	1760
19197	0	0	0	0	0	0
18777	1276	1306	1141	1014	1066	1129
14594	3978	4200	3679	2788	3022	2945
109225	13845	9139	12295	9454	8619	9911
68721	266	239	254	265	238	250
218793	121	149	131	110	125	106
106894	508	646	589	695	662	644
69241	276	358	361	309	295	261
72508	780	716	655	613	646	638
59047	815	900	894	768	774	725
72823	10	13	15	17	12	12
170771	108	105	122	91	106	133
546024	0	0	0	0	0	0
67789	320	370	390	358	395	424
12835	18	7	17	25	12	10
226604	0	0	0	0	0	0
434203	0	0	0	0	0	0
53869	2657	2729	2600	2226	2424	2208
74338	22	34	35	31	35	31
23794	1	0	1	0	0	0
16480	338	218	347	299	295	311
18109	0	0	0	0	0	0
244091	14	10	12	6	12	10
233812	445	381	317	334	360	375
18053	0	0	0	1	0	2
16211	5260	6654	5617	4979	5265	5010
66046	1051	1099	1071	998	1067	1019
328783	0	1	0	0	1	0
110862	2	4	1	1	3	4
66964	860	1042	874	750	886	840
104886	0	1	1	0	0	1
20595	256	338	299	270	312	254
14489	8761	8719	7722	7213	8116	8050
22029	178	117	145	142	125	112
13427	3561	3794	3394	3089	3494	3378
19732	1943	1881	2072	2023	1906	1901
625591	0	0	2	1	0	1
207728	283	375	357	294	262	262
57080	365	409	396	347	344	314
22138	0	0	0	0	1	0
14659	41	53	36	55	59	50
268481	0	1	0	0	0	0
14260	784	707	685	1011	1021	1107
13086	0	0	0	0	0	0
18213	0	0	0	0	0	0
54648	59	62	58	35	49	41
70757	552	698	645	606	602	603
78906	8	3	3	0	2	2
22764	819	789	661	608	605	666
66377	425	460	483	324	425	311
57170	456	540	551	505	486	424
171284	0	0	0	0	0	0
13870	257	286	309	290	277	267
50868	1365	1601	1680	1482	1334	1263
107197	354	313	408	359	348	347
54524	0	1	1	1	0	0
102632739	0	0	0	0	0	0
67358	2	3	3	1	3	0
118568424	249	294	325	301	259	250
97031	258	271	298	289	272	264
16832	257	310	323	312	306	290
23963	0	0	0	0	0	0
118567439	87	107	131	88	126	91
72042	10149	13409	12587	12031	12166	10561
140904	0	0	0	0	0	0
66712	0	0	0	0	0	0
243168	0	0	1	0	0	0
107823	2233	2975	2369	2036	2071	1906
18947	0	0	0	0	0	0
109264	44	32	34	34	29	28
57275	10	13	10	11	12	14
67136	478	475	457	433	409	448
55925	71	66	70	65	51	53
20557	172	176	153	132	139	114
58239	167	137	176	173	138	130
64074	0	0	1	1	0	1
12455	1042	918	959	823	967	965
68067	58	75	73	68	57	53
433287	0	0	0	0	0	0
223827	1083	1268	1213	1003	932	981
15901	36	90	62	55	73	47
23897	1500	1818	1663	1897	2077	1901
50764	0	0	0	0	0	2
12894	2562	2748	2589	2579	2588	2569
56443	1200	1127	1279	1302	1158	1214
103784	232	251	222	220	244	204
118568281	4	0	4	0	0	1
16401	3485	3266	2932	2190	2358	2519
52615	1613	1681	1532	1258	1455	1401
66343	179	177	195	165	184	166
20892	636	743	833	811	677	649
66832	347	364	370	383	308	345
214359	718	545	695	966	850	896
71099	16	19	23	16	18	19
228005	1905	2048	1659	1237	1406	1339
66153	52	60	57	54	64	55
64385	0	1	0	0	0	0
13178	2566	2686	2487	2041	2172	2044
225791	913	882	900	819	916	920
21822	0	1	1	0	1	3
78937	772	672	626	658	684	675
78832	2970	3025	2942	2768	2860	2812
56462	2863	3316	3321	2987	2918	2726
67205	604	658	680	606	638	597
71779	1414	1554	1465	1404	1498	1449
66131	472	636	452	386	416	369
225825	7	1	5	0	1	2
69944	106	122	107	95	100	94
83490	11019	10233	11191	11177	10707	11126
13171	403	419	410	402	414	433
231464	2043	1628	1628	1399	1489	1582
21673	0	1	0	0	3	0
14281	2224	1388	2116	2485	2349	2674
56013	7	3	3	7	6	5
245857	1246	1207	1357	1351	1291	1324
272359	400	428	541	481	412	378
12182	725	761	697	558	563	605
14261	2	1	1	2	3	3
102193	1039	1030	1220	1080	1025	1044
67943	1413	1485	1455	1414	1430	1402
78912	432	487	513	443	384	399
66861	2098	2475	2238	1621	1787	1734
56036	1611	1452	1560	1493	1534	1597
15925	1943	2010	2018	1938	1982	2085
77110	1173	968	1040	1030	986	1042
70101	577	611	624	575	525	561
72668	1	0	1	0	0	1
20618	1	0	0	0	0	1
19260	994	1043	1053	1031	1072	1054
215193	314	294	290	308	310	340
545205	143	138	129	149	150	179
396184	0	0	0	0	0	0
108079	29	28	22	33	30	26
235320	52	49	56	47	29	36
216036	0	0	0	0	0	0
100198	1611	1912	1974	1860	1672	1665
19647	1435	1543	1465	1265	1210	1277
71313	8	7	7	2	10	13
14200	1	1	0	0	2	1
231863	291	310	342	325	308	301
70325	100	79	95	92	94	91
56371	879	1066	1054	886	793	771
216873	971	992	1058	975	884	878
223918	838	1095	1027	949	918	847
23954	29	33	34	31	27	46
17120	334	487	487	391	369	332
75605	343	299	392	350	378	342
97122	0	0	0	0	0	0
677156	3	0	5	2	0	1
269997	218	178	203	193	187	184
12748	476	523	541	543	506	529
75739	212	234	199	179	191	170
66634	168	222	157	146	137	122
241688	1	4	6	3	6	4
72927	0	0	0	0	0	1
233865	555	574	578	513	570	551
28200	455	505	471	449	399	415
381695	973	989	880	792	903	843
319582	0	0	0	0	0	0
22420	35	32	42	40	35	33
73699	684	836	721	704	656	702
171207	1717	1731	1883	1640	1616	1598
30923	1	0	0	0	0	0
21399	1777	1842	1605	1378	1698	1619
238328	81	123	95	64	59	54
239719	892	905	800	879	862	809
67003	2241	2153	2146	2244	2345	2253
54137	72	51	84	82	60	82
74103	0	0	0	0	0	0
57274	0	0	0	0	0	0
19359	2940	3623	3048	3149	3352	3257
13841	2	3	2	2	2	4
246317	1	1	2	2	1	0
70377	1	3	8	1	4	0
242702	0	0	0	0	0	0
232798	2395	2770	2816	2816	2645	2607
18430	0	0	0	0	0	2
67370	132	116	129	131	102	117
229302	0	0	0	0	0	0
71365	103	131	117	103	115	114
13494	1463	1581	1494	1314	1364	1376
330890	1	8	6	1	5	2
240518	91	72	77	83	77	75
76161	0	0	0	0	0	0
68877	1682	1599	1865	1748	1628	1582
246707	4181	6721	5426	3439	3619	3078
381113	6	7	3	1	4	9
241197	30	15	31	19	11	4
78796	263	326	293	304	310	270
11461	79546	97879	95362	86689	85706	78774
70821	1	4	0	1	3	2
21340	297	309	270	227	268	293
84092	2893	2879	2866	2891	2861	2935
18220	4985	4870	5589	5249	5124	4988
74202	1980	1763	2078	2355	2223	2193
66869	460	479	466	436	462	478
66277	0	0	0	0	0	1
213498	1171	1335	1259	1181	1159	1202
668257	0	0	0	0	0	0
11789	1181	1040	1059	986	986	1056
272411	1	5	6	2	7	4
226089	600	526	593	599	657	636
433022	80	65	59	76	59	75
23972	272	375	299	297	319	295
30931	696	747	751	731	775	654
73666	489	657	559	524	523	469
11863	1176	1183	1220	1113	1103	1163
50927	1052	1469	1156	817	971	910
67896	10	4	12	11	10	13
210757	0	0	0	1	0	0
277898	0	0	0	0	0	0
329324	2	2	0	2	2	4
17150	1	0	2	1	2	1
16826	0	0	1	1	0	1
70986	0	0	0	0	0	0
67149	227	347	305	343	263	301
225363	3042	3275	2900	2751	3139	2917
240328	70	46	58	66	45	57
67489	324	366	368	325	302	352
105886298	59	61	50	50	43	57
55988	1555	1688	1761	1651	1653	1627
210029	3308	4055	3808	3818	3701	3537
56353	774	771	666	679	737	681
16191	0	1	0	0	0	0
20409	4139	4818	4745	4471	4336	3978
14756	2	2	2	2	1	4
170718	2045	1959	2122	2055	2107	2090
20239	644	756	757	762	752	708
14761	0	0	1	0	0	0
77772	0	0	0	0	0	0
54563	326	533	466	376	332	322
69987	44	55	62	50	51	33
243197	167	151	198	160	149	146
27413	1	1	1	0	1	1
16520	0	0	0	0	0	0
66406	111	139	151	148	133	110
